Session Number, Operation, Start Timestamp, End Timestamp, Date 1, Date 2, Days, Weeks, Months, Years, Phrase, Result of Operation, Error
44,Add weeks to date,27-8-2020 22:14:43,27-8-2020 22:14:43,1-7-2238,N.A,N.A,382,N.A,N.A,N.A,26-10-2245,N.A
44,Exit Session,27-8-2020 22:14:43,27-8-2020 22:14:43,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
45,Get day of the week,27-8-2020 22:14:43,27-8-2020 22:14:43,16-4-2573,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
45,Get date from string,27-8-2020 22:14:43,27-8-2020 22:14:43,N.A,N.A,N.A,N.A,N.A,N.A,NEXT MONTH,27-9-2020,N.A
45,Get day of the week,27-8-2020 22:14:43,27-8-2020 22:14:43,2-3-2826,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
45,Add years to date,27-8-2020 22:14:43,27-8-2020 22:14:43,3-11-1787,N.A,N.A,N.A,N.A,82,N.A,3-11-1869,N.A
45,Subtract months from date,27-8-2020 22:14:43,27-8-2020 22:14:43,20-2-1235,N.A,N.A,N.A,134,N.A,N.A,20-12-1223,N.A
45,Subtract weeks from date,27-8-2020 22:14:43,27-8-2020 22:14:43,15-1-1225,N.A,N.A,473,N.A,N.A,N.A,23-12-1215,N.A
45,Subtract months from date,27-8-2020 22:14:43,27-8-2020 22:14:43,2-10-1404,N.A,N.A,N.A,418,N.A,N.A,2-12-1369,N.A
45,Subtract months from date,27-8-2020 22:14:43,27-8-2020 22:14:43,27-2-1695,N.A,N.A,N.A,393,N.A,N.A,27-5-1662,N.A
45,N.A,27-8-2020 22:14:43,27-8-2020 22:14:43,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
45,Add months to date,27-8-2020 22:14:43,27-8-2020 22:14:43,9-5-1448,N.A,N.A,N.A,373,N.A,N.A,9-6-1479,N.A
45,Exit Session,27-8-2020 22:14:43,27-8-2020 22:14:43,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
46,Add months to date,27-8-2020 22:14:43,27-8-2020 22:14:43,18-7-1133,N.A,N.A,N.A,308,N.A,N.A,18-3-1159,N.A
46,Subtract years from date,27-8-2020 22:14:43,27-8-2020 22:14:43,5-12-2946,N.A,N.A,N.A,N.A,449,N.A,5-12-2497,N.A
46,N.A,27-8-2020 22:14:43,27-8-2020 22:14:43,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
46,Get week number,27-8-2020 22:14:43,27-8-2020 22:14:43,6-2-2183,N.A,N.A,N.A,N.A,N.A,N.A,6,N.A
46,Subtact two dates,27-8-2020 22:14:43,27-8-2020 22:14:43,21-11-1187,20-8-2786,N.A,N.A,N.A,N.A,N.A,Days: 583923	Weeks: 83417	Months: 19184,N.A
46,Get date from string,27-8-2020 22:14:43,27-8-2020 22:14:43,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS WEEK,20-8-2020,N.A
46,Get week number,27-8-2020 22:14:43,27-8-2020 22:14:43,10-5-1084,N.A,N.A,N.A,N.A,N.A,N.A,19,N.A
46,Subtract days from date,27-8-2020 22:14:43,27-8-2020 22:14:43,21-10-1362,N.A,106,N.A,N.A,N.A,N.A,7-7-1362,N.A
46,Subtract days from date,27-8-2020 22:14:43,27-8-2020 22:14:43,32-3-1926,N.A,288,N.A,N.A,N.A,N.A,17-6-1925,N.A
46,Get week number,27-8-2020 22:14:43,27-8-2020 22:14:43,17-2-1717,N.A,N.A,N.A,N.A,N.A,N.A,8,N.A
46,Exit Session,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
47,Get day of the week,27-8-2020 22:14:44,27-8-2020 22:14:44,19-9-1367,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
47,Get date from string,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,209 DAYS EARLIER,31-1-2020,N.A
47,Add two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,1-4-1809,24-4-2264,N.A,N.A,N.A,N.A,N.A,25-8-4073,N.A
47,Add two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,17-9-2461,13-12-2822,N.A,N.A,N.A,N.A,N.A,30-9-5284,N.A
47,N.A,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
47,Get week number,27-8-2020 22:14:44,27-8-2020 22:14:44,30-12-1151,N.A,N.A,N.A,N.A,N.A,N.A,1,N.A
47,Subtact two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,8-2-1341,6-3-2555,N.A,N.A,N.A,N.A,N.A,Days: 443422	Weeks: 63346	Months: 14568,N.A
47,N.A,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
47,Add years to date,27-8-2020 22:14:44,27-8-2020 22:14:44,17-7-2555,N.A,N.A,N.A,N.A,125,N.A,17-7-2680,N.A
47,Add two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,19-4-2364,12-2-1438,N.A,N.A,N.A,N.A,N.A,1-7-3802,N.A
47,Exit Session,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
48,Subtract weeks from date,27-8-2020 22:14:44,27-8-2020 22:14:44,20-9-1328,N.A,N.A,406,N.A,N.A,N.A,9-12-1320,N.A
48,Get date from string,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
48,Add months to date,27-8-2020 22:14:44,27-8-2020 22:14:44,11-2-1301,N.A,N.A,N.A,32,N.A,N.A,11-10-1303,N.A
48,Subtract days from date,27-8-2020 22:14:44,27-8-2020 22:14:44,6-1-1184,N.A,464,N.A,N.A,N.A,N.A,29-9-1182,N.A
48,Subtract years from date,27-8-2020 22:14:44,27-8-2020 22:14:44,23-6-1938,N.A,N.A,N.A,N.A,212,N.A,23-6-1726,N.A
48,N.A,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
48,Subtract days from date,27-8-2020 22:14:44,27-8-2020 22:14:44,20-1-2990,N.A,301,N.A,N.A,N.A,N.A,25-3-2989,N.A
48,Get date from string,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
48,Subtract years from date,27-8-2020 22:14:44,27-8-2020 22:14:44,27-12-2396,N.A,N.A,N.A,N.A,468,N.A,27-12-1928,N.A
48,Subtract days from date,27-8-2020 22:14:44,27-8-2020 22:14:44,12-7-1918,N.A,19,N.A,N.A,N.A,N.A,23-6-1918,N.A
48,Exit Session,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
49,Add weeks to date,27-8-2020 22:14:44,27-8-2020 22:14:44,31-1-1467,N.A,N.A,386,N.A,N.A,N.A,25-6-1474,N.A
49,Add two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,31-9-1703,19-1-1213,N.A,N.A,N.A,N.A,N.A,20-11-2916,N.A
49,Subtract days from date,27-8-2020 22:14:44,27-8-2020 22:14:44,23-1-2815,N.A,158,N.A,N.A,N.A,N.A,18-8-2814,N.A
49,Get day of the week,27-8-2020 22:14:44,27-8-2020 22:14:44,14-2-2014,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
49,Subtract months from date,27-8-2020 22:14:44,27-8-2020 22:14:44,23-11-1439,N.A,N.A,N.A,74,N.A,N.A,23-9-1433,N.A
49,Add years to date,27-8-2020 22:14:44,27-8-2020 22:14:44,6-12-1821,N.A,N.A,N.A,N.A,78,N.A,6-12-1899,N.A
49,Subtract weeks from date,27-8-2020 22:14:44,27-8-2020 22:14:44,27-11-1664,N.A,N.A,331,N.A,N.A,N.A,25-7-1658,N.A
49,Subtract months from date,27-8-2020 22:14:44,27-8-2020 22:14:44,1-11-1294,N.A,N.A,N.A,423,N.A,N.A,1-8-1259,N.A
49,Subtract weeks from date,27-8-2020 22:14:44,27-8-2020 22:14:44,20-2-1398,N.A,N.A,179,N.A,N.A,N.A,16-9-1394,N.A
49,Add days to date,27-8-2020 22:14:44,27-8-2020 22:14:44,29-9-1968,N.A,470,N.A,N.A,N.A,N.A,12-1-1970,N.A
49,Exit Session,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
50,Get date from string,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS WEEK,20-8-2020,N.A
50,Get date from string,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,LAST YEAR,27-8-2019,N.A
50,Add days to date,27-8-2020 22:14:44,27-8-2020 22:14:44,9-6-1517,N.A,259,N.A,N.A,N.A,N.A,23-2-1518,N.A
50,Get week number,27-8-2020 22:14:44,27-8-2020 22:14:44,15-1-1562,N.A,N.A,N.A,N.A,N.A,N.A,3,N.A
50,Add two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,2-8-1958,30-12-2879,N.A,N.A,N.A,N.A,N.A,1-9-4838,N.A
50,Subtract days from date,27-8-2020 22:14:44,27-8-2020 22:14:44,7-13-2647,N.A,74,N.A,N.A,N.A,N.A,25-10-2647,N.A
50,Add days to date,27-8-2020 22:14:44,27-8-2020 22:14:44,30-2-2736,N.A,421,N.A,N.A,N.A,N.A,26-4-2737,N.A
50,Get day of the week,27-8-2020 22:14:44,27-8-2020 22:14:44,2-7-2248,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
50,Subtract weeks from date,27-8-2020 22:14:44,27-8-2020 22:14:44,11-10-1165,N.A,N.A,280,N.A,N.A,N.A,30-5-1160,N.A
50,Add weeks to date,27-8-2020 22:14:44,27-8-2020 22:14:44,3-5-1305,N.A,N.A,418,N.A,N.A,N.A,7-5-1313,N.A
50,Exit Session,27-8-2020 22:14:44,27-8-2020 22:14:44,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
51,Subtact two dates,27-8-2020 22:14:44,27-8-2020 22:14:44,25-13-1773,29-6-2368,N.A,N.A,N.A,N.A,N.A,Days: 217109	Weeks: 31015	Months: 7133,N.A
51,Subtract days from date,27-8-2020 22:14:44,27-8-2020 22:14:44,9-12-1122,N.A,372,N.A,N.A,N.A,N.A,2-12-1121,N.A
51,N.A,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
51,Subtract days from date,27-8-2020 22:14:45,27-8-2020 22:14:45,11-9-2601,N.A,478,N.A,N.A,N.A,N.A,21-5-2600,N.A
51,Add days to date,27-8-2020 22:14:45,27-8-2020 22:14:45,4-11-1587,N.A,187,N.A,N.A,N.A,N.A,9-5-1588,N.A
51,Get day of the week,27-8-2020 22:14:45,27-8-2020 22:14:45,13-2-2600,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
51,Subtract years from date,27-8-2020 22:14:45,27-8-2020 22:14:45,8-12-2904,N.A,N.A,N.A,N.A,223,N.A,8-12-2681,N.A
51,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,207 MONTHS FROM NOW,27-11-2037,N.A
51,Subtact two dates,27-8-2020 22:14:45,27-8-2020 22:14:45,23-3-2822,3-11-2290,N.A,N.A,N.A,N.A,N.A,Days: 194084	Weeks: 27726	Months: 6376,N.A
51,Subtract days from date,27-8-2020 22:14:45,27-8-2020 22:14:45,7-6-2409,N.A,327,N.A,N.A,N.A,N.A,15-7-2408,N.A
51,Exit Session,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
52,Subtract years from date,27-8-2020 22:14:45,27-8-2020 22:14:45,32-12-1629,N.A,N.A,N.A,N.A,182,N.A,1-1-1448,N.A
52,Add days to date,27-8-2020 22:14:45,27-8-2020 22:14:45,24-8-1302,N.A,215,N.A,N.A,N.A,N.A,27-3-1303,N.A
52,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,LAST MONTH,27-7-2020,N.A
52,Add months to date,27-8-2020 22:14:45,27-8-2020 22:14:45,22-8-1197,N.A,N.A,N.A,63,N.A,N.A,22-11-1202,N.A
52,Add years to date,27-8-2020 22:14:45,27-8-2020 22:14:45,14-4-2601,N.A,N.A,N.A,N.A,123,N.A,14-4-2724,N.A
52,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,YESTERDAY,26-8-2020,N.A
52,Add years to date,27-8-2020 22:14:45,27-8-2020 22:14:45,2-5-1469,N.A,N.A,N.A,N.A,51,N.A,2-5-1520,N.A
52,Add months to date,27-8-2020 22:14:45,27-8-2020 22:14:45,29-9-2684,N.A,N.A,N.A,329,N.A,N.A,29-2-2712,N.A
52,Subtract years from date,27-8-2020 22:14:45,27-8-2020 22:14:45,22-8-2135,N.A,N.A,N.A,N.A,5,N.A,22-8-2130,N.A
52,Subtract months from date,27-8-2020 22:14:45,27-8-2020 22:14:45,7-8-1742,N.A,N.A,N.A,393,N.A,N.A,7-11-1709,N.A
52,Exit Session,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
53,Subtract months from date,27-8-2020 22:14:45,27-8-2020 22:14:45,31-10-2577,N.A,N.A,N.A,1,N.A,N.A,30-9-2577,N.A
53,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,NEXT YEAR,27-8-2021,N.A
53,Subtract weeks from date,27-8-2020 22:14:45,27-8-2020 22:14:45,10-6-1511,N.A,N.A,119,N.A,N.A,N.A,27-2-1509,N.A
53,Add months to date,27-8-2020 22:14:45,27-8-2020 22:14:45,18-9-2388,N.A,N.A,N.A,433,N.A,N.A,18-10-2424,N.A
53,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,PREVIOUS YEAR,27-8-2019,N.A
53,Get week number,27-8-2020 22:14:45,27-8-2020 22:14:45,21-10-2465,N.A,N.A,N.A,N.A,N.A,N.A,43,N.A
53,Get day of the week,27-8-2020 22:14:45,27-8-2020 22:14:45,2-1-1724,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
53,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,DAY BEFORE YESTERDAY,25-8-2020,N.A
53,N.A,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
53,Subtact two dates,27-8-2020 22:14:45,27-8-2020 22:14:45,14-11-2861,20-11-1312,N.A,N.A,N.A,N.A,N.A,Days: 565747	Weeks: 80821	Months: 18587,N.A
53,Exit Session,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
54,Get date from string,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,TOMORROW,28-8-2020,N.A
54,Subtract weeks from date,27-8-2020 22:14:45,27-8-2020 22:14:45,20-3-2646,N.A,N.A,278,N.A,N.A,N.A,20-11-2640,N.A
54,Get week number,27-8-2020 22:14:45,27-8-2020 22:14:45,17-7-1051,N.A,N.A,N.A,N.A,N.A,N.A,29,N.A
54,N.A,27-8-2020 22:14:45,27-8-2020 22:14:45,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
54,Add months to date,27-8-2020 22:14:45,27-8-2020 22:14:45,15-3-1852,N.A,N.A,N.A,140,N.A,N.A,15-11-1863,N.A
54,Get day of the week,27-8-2020 22:14:45,27-8-2020 22:14:45,21-13-1414,N.A,N.A,N.A,N.A,N.A,N.A,Monday,N.A
54,Add weeks to date,27-8-2020 22:14:45,27-8-2020 22:14:45,27-13-2258,N.A,N.A,383,N.A,N.A,N.A,31-5-2266,N.A
54,Subtract months from date,27-8-2020 22:14:45,27-8-2020 22:14:45,3-5-2108,N.A,N.A,N.A,9,N.A,N.A,3-8-2107,N.A
54,Add months to date,27-8-2020 22:14:45,27-8-2020 22:14:45,22-4-1213,N.A,N.A,N.A,261,N.A,N.A,22-1-1235,N.A
54,Get week number,27-8-2020 22:14:45,27-8-2020 22:14:45,20-12-2028,N.A,N.A,N.A,N.A,N.A,N.A,52,N.A
54,Exit Session,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
55,Add two dates,27-8-2020 22:14:46,27-8-2020 22:14:46,29-12-2223,8-6-2998,N.A,N.A,N.A,N.A,N.A,6-7-5222,N.A
55,Get day of the week,27-8-2020 22:14:46,27-8-2020 22:14:46,10-13-1284,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
55,Subtact two dates,27-8-2020 22:14:46,27-8-2020 22:14:46,4-1-1088,1-1-1840,N.A,N.A,N.A,N.A,N.A,Days: 274653	Weeks: 39236	Months: 9023,N.A
55,Get week number,27-8-2020 22:14:46,27-8-2020 22:14:46,32-7-2089,N.A,N.A,N.A,N.A,N.A,N.A,32,N.A
55,Subtract weeks from date,27-8-2020 22:14:46,27-8-2020 22:14:46,7-1-2372,N.A,N.A,222,N.A,N.A,N.A,6-10-2367,N.A
55,N.A,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
55,Subtract days from date,27-8-2020 22:14:46,27-8-2020 22:14:46,4-6-2980,N.A,62,N.A,N.A,N.A,N.A,3-4-2980,N.A
55,Subtract years from date,27-8-2020 22:14:46,27-8-2020 22:14:46,20-6-1380,N.A,N.A,N.A,N.A,469,N.A,20-6-911,N.A
55,Subtact two dates,27-8-2020 22:14:46,27-8-2020 22:14:46,32-8-2982,12-11-1809,N.A,N.A,N.A,N.A,N.A,Days: 428358	Weeks: 61194	Months: 14073,N.A
55,Get day of the week,27-8-2020 22:14:46,27-8-2020 22:14:46,1-10-1986,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
55,Exit Session,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
56,Add months to date,27-8-2020 22:14:46,27-8-2020 22:14:46,12-3-2999,N.A,N.A,N.A,442,N.A,N.A,12-1-3036,N.A
56,Get week number,27-8-2020 22:14:46,27-8-2020 22:14:46,20-12-1776,N.A,N.A,N.A,N.A,N.A,N.A,51,N.A
56,Get week number,27-8-2020 22:14:46,27-8-2020 22:14:46,11-12-2355,N.A,N.A,N.A,N.A,N.A,N.A,51,N.A
56,Subtract weeks from date,27-8-2020 22:14:46,27-8-2020 22:14:46,8-10-1561,N.A,N.A,357,N.A,N.A,N.A,5-12-1554,N.A
56,Subtract weeks from date,27-8-2020 22:14:46,27-8-2020 22:14:46,2-5-2596,N.A,N.A,391,N.A,N.A,N.A,3-11-2588,N.A
56,Get date from string,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,46 WEEKS EARLIER,10-10-2019,N.A
56,Subtact two dates,27-8-2020 22:14:46,27-8-2020 22:14:46,17-10-2106,13-9-2476,N.A,N.A,N.A,N.A,N.A,Days: 135107	Weeks: 19301	Months: 4438,N.A
56,Add days to date,27-8-2020 22:14:46,27-8-2020 22:14:46,13-12-1466,N.A,137,N.A,N.A,N.A,N.A,29-4-1467,N.A
56,Get date from string,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,LAST WEEK,20-8-2020,N.A
56,Get day of the week,27-8-2020 22:14:46,27-8-2020 22:14:46,21-13-1825,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
56,Exit Session,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
57,Add months to date,27-8-2020 22:14:46,27-8-2020 22:14:46,21-10-2724,N.A,N.A,N.A,369,N.A,N.A,21-7-2755,N.A
57,Get date from string,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,134 MONTHS FROM NOW,27-10-2031,N.A
57,Subtract weeks from date,27-8-2020 22:14:46,27-8-2020 22:14:46,23-4-1555,N.A,N.A,186,N.A,N.A,N.A,29-9-1551,N.A
57,Subtract weeks from date,27-8-2020 22:14:46,27-8-2020 22:14:46,1-10-2509,N.A,N.A,341,N.A,N.A,N.A,20-3-2503,N.A
57,Get day of the week,27-8-2020 22:14:46,27-8-2020 22:14:46,27-7-2484,N.A,N.A,N.A,N.A,N.A,N.A,Thursday,N.A
57,N.A,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
57,Subtract months from date,27-8-2020 22:14:46,27-8-2020 22:14:46,17-12-2678,N.A,N.A,N.A,16,N.A,N.A,17-8-2677,N.A
57,Add weeks to date,27-8-2020 22:14:46,27-8-2020 22:14:46,11-9-1752,N.A,N.A,387,N.A,N.A,N.A,11-2-1760,N.A
57,Subtract years from date,27-8-2020 22:14:46,27-8-2020 22:14:46,32-9-2252,N.A,N.A,N.A,N.A,357,N.A,2-10-1895,N.A
57,Add years to date,27-8-2020 22:14:46,27-8-2020 22:14:46,25-11-2827,N.A,N.A,N.A,N.A,332,N.A,25-11-3159,N.A
57,Exit Session,27-8-2020 22:14:46,27-8-2020 22:14:46,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
58,Subtact two dates,27-8-2020 22:14:47,27-8-2020 22:14:47,13-5-2165,8-4-2255,N.A,N.A,N.A,N.A,N.A,Days: 32836	Weeks: 4690	Months: 1078,N.A
58,N.A,27-8-2020 22:14:47,27-8-2020 22:14:47,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
58,Subtract days from date,27-8-2020 22:14:47,27-8-2020 22:14:47,5-12-1759,N.A,447,N.A,N.A,N.A,N.A,14-9-1758,N.A
58,Get day of the week,27-8-2020 22:14:47,27-8-2020 22:14:47,3-2-1762,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
58,Subtract days from date,27-8-2020 22:14:47,27-8-2020 22:14:47,22-3-1724,N.A,152,N.A,N.A,N.A,N.A,22-10-1723,N.A
58,Get day of the week,27-8-2020 22:14:47,27-8-2020 22:14:47,32-1-1142,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
58,Get week number,27-8-2020 22:14:47,27-8-2020 22:14:47,31-1-2431,N.A,N.A,N.A,N.A,N.A,N.A,5,N.A
58,Get week number,27-8-2020 22:14:47,27-8-2020 22:14:47,12-9-2380,N.A,N.A,N.A,N.A,N.A,N.A,37,N.A
58,Get week number,27-8-2020 22:14:47,27-8-2020 22:14:47,8-11-1172,N.A,N.A,N.A,N.A,N.A,N.A,46,N.A
58,Get day of the week,27-8-2020 22:14:47,27-8-2020 22:14:47,24-3-1374,N.A,N.A,N.A,N.A,N.A,N.A,Friday,N.A
58,Exit Session,27-8-2020 22:14:47,27-8-2020 22:14:47,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
59,Get day of the week,27-8-2020 22:14:47,27-8-2020 22:14:47,30-2-1284,N.A,N.A,N.A,N.A,N.A,N.A,Wednesday,N.A
59,Subtract days from date,27-8-2020 22:14:47,27-8-2020 22:14:47,9-3-2564,N.A,359,N.A,N.A,N.A,N.A,16-3-2563,N.A
59,Add weeks to date,27-8-2020 22:14:47,27-8-2020 22:14:47,2-13-1263,N.A,N.A,373,N.A,N.A,N.A,25-2-1271,N.A
59,Subtact two dates,27-8-2020 22:14:47,27-8-2020 22:14:47,16-13-1336,31-13-1946,N.A,N.A,N.A,N.A,N.A,Days: 222804	Weeks: 31829	Months: 7320,N.A
59,Add months to date,27-8-2020 22:14:47,27-8-2020 22:14:47,26-1-2641,N.A,N.A,N.A,132,N.A,N.A,26-1-2652,N.A
59,Subtract weeks from date,27-8-2020 22:14:47,27-8-2020 22:14:47,19-7-1632,N.A,N.A,167,N.A,N.A,N.A,7-5-1629,N.A
59,Subtact two dates,27-8-2020 22:14:47,27-8-2020 22:14:47,13-5-2737,11-7-2621,N.A,N.A,N.A,N.A,N.A,Days: 42309	Weeks: 6044	Months: 1390,N.A
59,Get day of the week,27-8-2020 22:14:47,27-8-2020 22:14:47,30-10-2894,N.A,N.A,N.A,N.A,N.A,N.A,Saturday,N.A
59,Add two dates,27-8-2020 22:14:47,27-8-2020 22:14:47,30-5-2765,29-3-2878,N.A,N.A,N.A,N.A,N.A,28-9-5643,N.A
59,Add years to date,27-8-2020 22:14:47,27-8-2020 22:14:47,11-8-1889,N.A,N.A,N.A,N.A,358,N.A,11-8-2247,N.A
59,Exit Session,27-8-2020 22:14:47,27-8-2020 22:14:47,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
60,Add days to date,27-8-2020 22:14:48,27-8-2020 22:14:48,15-10-1696,N.A,232,N.A,N.A,N.A,N.A,4-6-1697,N.A
60,Subtract weeks from date,27-8-2020 22:14:48,27-8-2020 22:14:48,21-13-2309,N.A,N.A,132,N.A,N.A,N.A,12-7-2307,N.A
60,N.A,27-8-2020 22:14:48,27-8-2020 22:14:48,N.A,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Invalid Input!
60,Get day of the week,27-8-2020 22:14:48,27-8-2020 22:14:48,16-7-1581,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
60,Add two dates,27-8-2020 22:14:48,27-8-2020 22:14:48,7-6-2317,7-7-1564,N.A,N.A,N.A,N.A,N.A,14-1-3882,N.A
60,Subtract days from date,27-8-2020 22:14:48,27-8-2020 22:14:48,15-4-1913,N.A,14,N.A,N.A,N.A,N.A,1-4-1913,N.A
60,Get week number,27-8-2020 22:14:48,27-8-2020 22:14:48,23-8-1114,N.A,N.A,N.A,N.A,N.A,N.A,35,N.A
60,Get day of the week,27-8-2020 22:14:48,27-8-2020 22:14:48,29-9-1504,N.A,N.A,N.A,N.A,N.A,N.A,Sunday,N.A
60,Get date from string,27-8-2020 22:14:48,27-8-2020 22:14:48,N.A,N.A,N.A,N.A,N.A,N.A,301 DAYS BEFORE,31-10-2019,N.A
60,Subtract weeks from date,27-8-2020 22:14:48,27-8-2020 22:14:48,25-6-1173,N.A,N.A,197,N.A,N.A,N.A,15-9-1169,N.A
60,Exit Session,27-8-2020 22:14:48,27-8-2020 22:14:48,N.A,N.A,N.A,N.A,N.A,N.A,N.A,Session Exited!,N.A
61,Add years to date,27-8-2020 22:14:48,27-8-2020 22:14:48,32-13-1087,N.A,N.A,N.A,N.A,54,N.A,1-2-1142,N.A
61,Add two dates,27-8-2020 22:14:48,27-8-2020 22:14:48,32-9-1491,18-9-1488,N.A,N.A,N.A,N.A,N.A,20-7-2980,N.A
61,Get week number,27-8-2020 22:14:48,27-8-2020 22:14:48,2-10-2825,N.A,N.A,N.A,N.A,N.A,N.A,40,N.A
61,Subtract months from date,27-8-2020 22:14:48,27-8-2020 22:14:48,27-1-2557,N.A,N.A,N.A,186,N.A,N.A,27-7-2541,N.A
